movie_name,Country,Release Date,IMDB Rating,Metascore,TomatoMeter,production_budget,domestic_box_office,international_box_office,rating,genre,Total Box Office,ROI
My Big Fat Greek Wedding 2,"USA, Canada",25 Mar 2016,8.1,93,38%,18000000,59689605,32406953,PG-13,Comedy,92096558,511.65%
Risen,USA,19 Feb 2016,5.7,32,35%,20000000,36880033,9375730,PG-13,Drama,46255763,231.28%
Barbershop: The Next Cut,USA,15 Apr 2016,6.3,52,15%,20000000,54030051,374151,PG-13,Comedy,54404202,272.02%
Spotlight,USA,20 Nov 2015,7.2,34,16%,20000000,45055776,47032684,R,Drama,92088460,460.44%
Regression,"Spain, Canada, USA",02 Oct 2015,5.3,44,85%,20000000,55039,15769335,R,Thriller/Suspense,15824374,79.12%
Triple 9,USA,26 Feb 2016,5.6,28,82%,20000000,12639297,13304495,R,Thriller/Suspense,25943792,129.72%
My All-American,USA,13 Nov 2015,6.3,45,10%,20000000,2246000,0,PG,Drama,2246000,11.23%
By the Sea,"France, Malta, USA",09 Dec 2015,6.6,54,99%,20000000,538460,3189286,R,Drama,3727746,18.64%
Survivor,"USA, UK",29 May 2015,7.4,51,68%,20000000,0,1703281,PG-13,Thriller/Suspense,1703281,8.52%
Secret in Their Eyes,"USA, UK, Spain, South Korea",20 Nov 2015,6.7,47,61%,20000000,20180155,12427864,PG-13,Thriller/Suspense,32608019,163.04%
Hands of Stone,"Panama, USA",26 Aug 2016,5.9,44,48%,20000000,4712792,319183,R,Drama,5031975,25.16%
Me Before You,"UK, USA",03 Jun 2016,6.0,34,19%,20000000,56245075,152020123,PG-13,Drama,208265198,1041.33%
Max,USA,26 Jun 2015,5.2,32,88%,20000000,42656255,1001902,PG,Adventure,43658157,218.29%
Kidnap,USA,04 Aug 2017,6.3,72,89%,21000000,30718107,4117973,R,Thriller/Suspense,34836080,165.89%
Bitter Harvest,"Canada, UK",24 Feb 2017,7.4,54,45%,21000000,557241,48921,R,Drama,606162,2.89%
The Transporter Refueled,"France, China, Belgium, Monaco",04 Sep 2015,6.2,38,43%,22000000,16029670,53668825,PG-13,Action,69698495,316.81%
"Hail, Caesar!","USA, UK, Japan",05 Feb 2016,7.3,81,21%,22000000,30080225,34080455,PG-13,Comedy,64160680,291.64%
Eddie the Eagle,"UK, Germany, USA",26 Feb 2016,6.4,58,23%,23000000,15789389,29271091,PG-13,Drama,45060480,195.92%
Tulip Fever,"UK, USA",01 Sep 2017,6.9,55,85%,25000000,2455635,4337133,R,Drama,6792768,27.17%
Shaun the Sheep Movie,"UK, France, USA",05 Aug 2015,6.9,55,92%,25000000,19375982,82549179,PG,Adventure,101925161,407.70%
The Night Before,USA,20 Nov 2015,6.5,34,20%,25000000,43035725,9391621,R,Comedy,52427346,209.71%
Legend,"UK, France, USA",20 Nov 2015,7.8,81,60%,25000000,1872994,40552456,R,Thriller/Suspense,42425450,169.70%
The 33,"Chile, Colombia, Spain, USA",13 Nov 2015,7.8,72,54%,25000000,12227722,16172993,PG-13,Drama,28400715,113.60%
The Big Short,USA,23 Dec 2015,6.1,50,27%,28000000,70259870,62902882,R,Drama,133162752,475.58%
Straight Outta Compton,USA,14 Aug 2015,5.4,40,30%,28000000,161197785,40985196,R,Drama,202182981,722.08%
Pride and Prejudice and Zombies,"USA, UK",05 Feb 2016,5.7,33,45%,28000000,10907291,5731009,PG-13,Black Comedy,16638300,59.42%
American Ultra,"USA, Switzerland",21 Aug 2015,7.2,82,31%,28000000,14439985,15855043,R,Black Comedy,30295028,108.20%
The Boss,USA,08 Apr 2016,7.6,82,37%,29000000,63077560,15574647,R,Comedy,78652207,271.21%
Collide,"UK, Germany, China, USA",24 Feb 2017,4.4,N/A,7%,29200000,2280004,3186694,PG-13,Action,5466698,18.72%
Steve Jobs,"UK, USA",23 Oct 2015,6.0,58,90%,30000000,17766658,17812349,R,Drama,35579007,118.60%
Sicario,"USA, Mexico, Hong Kong",02 Oct 2015,7.2,51,84%,30000000,46889293,37504456,R,Thriller/Suspense,84393749,281.31%
Entourage,USA,18 Jul 2004,6.1,34,71%,30000000,32363404,14075134,R,Comedy,46438538,154.80%
Sisters,USA,18 Dec 2015,6.3,36,83%,30000000,87044645,18986015,R,Comedy,106030660,353.44%
The Age of Adaline,"USA, Canada",24 Apr 2015,5.9,N/A,18%,30000000,42629776,26354760,PG-13,Drama,68984536,229.95%
Southpaw,"Hong Kong, USA",24 Jul 2015,7.1,33,14%,30000000,52421953,41734503,R,Drama,94156456,313.85%
Vacation,USA,29 Jul 2015,6.2,44,57/100,31000000,58884188,43422312,R,Comedy,102306500,330.02%
Criminal,"USA, UK, Bulgaria",15 Apr 2016,5.2,31,95%,31500000,14708696,24062566,R,Action,38771262,123.08%
Freaks of Nature,USA,30 Oct 2015,7.2,N/A,47%,33000000,70958,0,R,Black Comedy,70958,0.22%
The Longest Ride,USA,10 Apr 2015,6.2,75,5%,34000000,37446117,26356811,PG-13,Drama,63802928,187.66%
The Brothers Grimsby,"UK, USA",11 Mar 2016,7.1,55,15%,35000000,6864016,21856454,R,Comedy,28720470,82.06%
Hot Pursuit,USA,08 May 2015,6.1,58,16%,35000000,34580201,11091311,PG-13,Comedy,45671512,130.49%
The Lovers,France,26 Oct 1959,7.3,70,28%,35000000,0,53899,PG-13,Adventure,53899,0.15%
Trainwreck,"USA, Japan",17 Jul 2015,5.7,39,51%,35000000,110212700,30911197,R,Comedy,141123897,403.21%
Concussion,"UK, Australia, USA",25 Dec 2015,6.8,23,90%,35000000,34531832,15831958,PG-13,Drama,50363790,143.90%
A Hologram for the King,"UK, France, Germany, Mexico, USA",28 Apr 2016,7.1,57,89%,35000000,4212494,7633516,R,Drama,11846010,33.85%
The Walk,USA,09 Oct 2015,7.6,82,60%,35000000,10161183,51035862,PG,Drama,61197045,174.85%
Queen of the Desert,"USA, Morocco",14 Apr 2017,6.1,51,80%,36000000,0,1578543,PG-13,Drama,1578543,4.38%
Collateral Beauty,USA,16 Dec 2016,4.4,13,44%,36000000,31016021,54293072,PG-13,Drama,85309093,236.97%
Ip Man 3,"China, Hong Kong",24 Dec 2015,5.2,33,13%,36000000,2679437,154621517,PG-13,Action,157300954,436.95%
Creed,USA,25 Nov 2015,5.8,39,91%,37000000,109767581,63800000,PG-13,Drama,173567581,469.10%
Paul Blart: Mall Cop 2,USA,17 Apr 2015,7.3,51,22%,38000000,71091594,36559052,PG,Adventure,107650646,283.29%
The 5th Wave,"USA, UK",22 Jan 2016,7.6,81,61%,38000000,34912982,76423416,PG-13,Action,111336398,292.99%
The Gunman,"USA, Spain, UK, France",20 Mar 2015,8.0,N/A,47%,40000000,10664749,7929478,R,Thriller/Suspense,18594227,46.49%
Get Hard,USA,27 Mar 2015,7.1,51,59%,40000000,90411453,16100000,R,Comedy,106511453,266.28%
The Accountant,USA,14 Oct 2016,7.3,65,51%,40000000,86260045,66702038,R,Thriller/Suspense,152962083,382.41%
Bridge of Spies,"USA, Germany, India",16 Oct 2015,6.2,53,31%,40000000,72313754,90184584,PG-13,Thriller/Suspense,162498338,406.25%
Baahubali: The Beginning,India,09 Jul 2015,5.0,N/A,73%,40000000,6738000,19998665,Not Rated,Action,26736665,66.84%
The Intern,USA,25 Sep 2015,6.0,26,72%,40000000,75764672,121351038,PG-13,Comedy,197115710,492.79%
The Conjuring 2,"Canada, USA, UK",10 Jun 2016,7.4,70,66%,40000000,102470008,208792094,R,Horror,311262102,778.16%
Taken 3,"France, USA, Spain",09 Jan 2015,7.3,58,12%,48000000,89256424,238400000,PG-13,Action,327656424,682.62%
The Nice Guys,USA,20 May 2016,6.9,53,60%,50000000,36261763,23334984,R,Black Comedy,59596747,119.19%
War Dogs,"USA, Cambodia, Romania",19 Aug 2016,6.6,59,28%,50000000,43034523,43199980,R,Comedy,86234503,172.47%
Zoolander 2,"USA, Italy",12 Feb 2016,7.3,48,47%,50000000,28848693,26500000,PG-13,Comedy,55348693,110.70%
Snowden,"UK, France, Germany, USA",16 Sep 2016,6.2,42,74%,50000000,21587519,13793399,R,Drama,35380918,70.76%
Free State of Jones,USA,24 Jun 2016,6.9,68,72%,50000000,20810036,2427216,R,Drama,23237252,46.47%
Run All Night,USA,13 Mar 2015,6.5,66,36%,50000000,26461644,40500000,R,Action,66961644,133.92%
13 Hours,"USA, Malta, Morocco",15 Jan 2016,6.1,53,34%,50000000,52853219,16558151,R,Drama,69411370,138.82%
Black Mass,"USA, UK",18 Sep 2015,6.3,60,43%,53000000,62575678,36262194,R,Drama,98837872,186.49%
Crimson Peak,"Canada, USA, Mexico",16 Oct 2015,5.5,27,73%,55000000,31090320,43876534,R,Horror,74966854,136.30%
Monster Hunt,"China, Hong Kong",22 Jan 2016,6.6,56,67%,56000000,32766,359462825,Not Rated,Adventure,359495591,641.96%
Deadpool,USA,12 Feb 2016,5.9,N/A,93%,58000000,363070709,437954884,R,Action,801025593,1381.08%
Goosebumps,"USA, Australia",16 Oct 2015,5.9,28,18%,58000000,80069458,78835866,PG,Horror,158905324,273.97%
Mortdecai,"UK, USA",23 Jan 2015,6.3,43,55%,60000000,7696134,22700000,R,Adventure,30396134,50.66%
Joy,USA,25 Dec 2015,7.8,68,86%,60000000,56451232,44682827,PG-13,Drama,101134059,168.56%
The Monkey King 2,"China, Hong Kong",05 Feb 2016,7.1,64,87%,60000000,709982,193348521,Not Rated,Action,194058503,323.43%
London Has Fallen,"UK, Bulgaria, USA",04 Mar 2016,6.0,41,70%,60000000,62524260,132669825,R,Action,195194085,325.32%
Maze Runner: The Scorch Trials,USA,18 Sep 2015,6.4,49,91%,61000000,81697192,228868970,PG-13,Thriller/Suspense,310566162,509.12%
The Hateful Eight,USA,30 Dec 2015,6.6,56,11%,62000000,54117416,93747470,R,Western,147864886,238.49%
Everest,"UK, USA, Iceland",25 Sep 2015,6.3,43,19%,65000000,43482270,177814791,PG-13,Thriller/Suspense,221297061,340.46%
Dragon Blade,"China, Hong Kong",04 Sep 2015,6.5,61,27%,65000000,74070,122445804,R,Action,122519874,188.49%
Live by Night,USA,13 Jan 2017,7.3,56,32%,65000000,10378555,11395877,R,Drama,21774432,33.50%
Focus,"USA, Argentina",27 Feb 2015,7.7,70,83%,65000000,53862963,114202737,PG-13,Romantic Comedy,168065700,258.56%
The Angry Birds Movie,"Finland, USA",20 May 2016,6.0,34,78%,73000000,107509366,244818521,PG,Adventure,352327887,482.64%
The Secret Life of Pets,"USA, France, Japan",08 Jul 2016,6.7,44,37%,75000000,368384330,518383092,PG,Adventure,886767422,1182.36%
The Little Prince,"France, Canada, Italy, USA, China",05 Aug 2016,7.1,67,15%,77500000,1311213,100717706,PG,Adventure,102028919,131.65%
The Last Witch Hunter,"USA, China, Canada",23 Oct 2015,7.3,58,93%,80000000,27367660,103451252,PG-13,Action,130818912,163.52%
Hotel Transylvania 2,USA,25 Sep 2015,8.0,80,98%,80000000,169700110,299800188,PG,Adventure,469500298,586.88%
Ben-Hur,USA,18 Nov 1959,5.7,33,27%,95000000,26410477,65259171,PG-13,Drama,91669648,96.49%
The Peanuts Movie,USA,06 Nov 2015,6.1,35,27%,99000000,130178411,119913199,G,Adventure,250091610,252.62%
Point Break,"USA, Japan",12 Jul 1991,5.7,40,83%,100000000,28782481,97922110,PG-13,Action,126704591,126.70%
The Martian,"UK, USA, Hungary, Jordan",02 Oct 2015,5.6,41,28%,108000000,228433663,426837780,PG-13,Thriller/Suspense,655271443,606.73%
Allegiant,USA,18 Mar 2016,7.3,64,69%,110000000,66184051,105838466,PG-13,Action,172022517,156.38%
The Huntsman: Winter's War,"USA, China",22 Apr 2016,8.0,76,30%,115000000,48003015,117146287,PG-13,Action,165149302,143.61%
Fantastic Four,"USA, Germany",08 Jul 2005,6.0,40,94%,120000000,56117548,111731639,PG-13,Action,167849187,139.87%
Monster Trucks,"Canada, USA",13 Jan 2017,7.1,66,47%,125000000,33370166,28272632,PG-13,Adventure,61642798,49.31%
Ant-Man,USA,17 Jul 2015,5.4,25,35%,130000000,180202163,338656286,PG-13,Action,518858449,399.12%
The Revenant,"USA, Hong Kong, Taiwan",08 Jan 2016,7.4,75,94%,135000000,183637894,349300408,R,Adventure,532938302,394.77%
Teenage Mutant Ninja Turtles: Out of the Shadows,"USA, Hong Kong, China, Canada, Denmark, Germany, UK",03 Jun 2016,8.0,78,28%,135000000,82051601,163276773,PG-13,Adventure,245328374,181.72%
Kung Fu Panda 3,"USA, China",29 Jan 2016,5.7,36,90%,140000000,143528619,374070523,PG,Adventure,517599142,369.71%
Gods of Egypt,"USA, Australia, China, Hong Kong",26 Feb 2016,6.3,38,63%,140000000,31153464,107683292,PG-13,Adventure,138836756,99.17%
Mission: Impossible - Rogue Nation,"USA, China, Hong Kong, Austria, UK, Morocco",31 Jul 2015,7.1,68,92%,150000000,195042377,493816615,PG-13,Action,688858992,459.24%
Zootopia,USA,04 Mar 2016,6.8,32,76%,150000000,341268248,678436100,PG,Adventure,1019704348,679.80%
Pan,"USA, UK, Australia",09 Oct 2015,6.6,65,87%,150000000,35088320,116437653,PG,Adventure,151525973,101.02%
Deepwater Horizon,"USA, Hong Kong, China",30 Sep 2016,7.4,77,37%,156000000,61433527,61170297,PG-13,Drama,122603824,78.59%
Warcraft,"China, USA, Canada, Japan",10 Jun 2016,6.9,52,56%,160000000,47225655,378296626,PG-13,Action,425522281,265.95%
The Hunger Games: Mockingjay - Part 2,"USA, Germany, Canada, France",20 Nov 2015,6.2,44,49%,160000000,281723902,367262885,PG-13,Thriller/Suspense,648986787,405.62%
Independence Day: Resurgence,USA,24 Jun 2016,7.3,77,93%,165000000,103144286,281025138,PG-13,Action,384169424,232.83%
The Jungle Book,"UK, USA",15 Apr 2016,6.4,44,0%,175000000,364001123,598853424,PG,Adventure,962854547,550.20%
X-Men: Apocalypse,USA,27 May 2016,7.8,75,82%,178000000,155442489,387095057,PG-13,Action,542537546,304.80%
The Legend of Tarzan,"UK, Canada, USA, Australia",01 Jul 2016,6.8,60,39%,180000000,126643061,222258964,PG-13,Adventure,348902025,193.83%
Finding Dory,USA,17 Jun 2016,7.9,80,85%,200000000,486295561,534919632,PG,Adventure,1021215193,510.61%
Batman v Superman: Dawn of Justice,USA,25 Mar 2016,5.9,60,19%,250000000,330360194,537140087,PG-13,Action,867500281,347.00%
Captain America: Civil War,USA,06 May 2016,6.4,69,97%,250000000,408084349,731985064,PG-13,Action,1140069413,456.03%
Spectre,"UK, USA, Austria, Mexico, Italy, Morocco",06 Nov 2015,4.6,22,40%,300000000,200074175,679546748,PG-13,Action,879620923,293.21%
Star Wars: Episode VII - The Force Awakens,USA,18 Dec 2015,5.0,47,78%,306000000,936662225,1116648995,PG-13,Adventure,2053311220,671.02%
What Now?,USA,14 Oct 2016,6.0,55,80%,10000000,23591043,0,R,Concert/Performance,23591043,235.91%
Kicks,USA,09 Sep 2016,6.1,44,78%,10000000,150191,0,R,Adventure,150191,1.50%
Max Steel,"UK, USA",14 Oct 2016,6.3,N/A,71%,10000000,3818664,744416,PG-13,Action,4563080,45.63%
Blair Witch,"Canada, USA",16 Sep 2016,4.8,24,32%,10000000,20777061,18208516,R,Horror,38985577,389.86%
The Purge: Election Year,"USA, Japan",01 Jul 2016,6.7,63,49%,10000000,79042440,39472287,R,Horror,118514727,1185.15%
Churchill,UK,02 Jun 2017,6.0,54,15%,10000000,1279681,6302515,PG,Drama,7582196,75.82%
The Birth of a Nation,USA,21 Mar 1915,7.0,N/A,76%,10000000,15861566,1029445,R,Drama,16891011,168.91%
Gotti,"Canada, USA",14 Jun 2018,5.0,32,81%,10000000,4286367,1802733,R,Drama,6089100,60.89%
Denial,"UK, USA",21 Oct 2016,7.6,88,11%,10000000,4073448,5190492,PG-13,Drama,9263940,92.64%
How to Be a Latin Lover,"Mexico, USA",28 Apr 2017,6.2,50,82%,10000000,32149404,30406824,PG-13,Comedy,62556228,625.56%
Sultan,India,06 Jul 2016,6.3,59,91%,11000000,5599781,67390000,Not Rated,Action,72989781,663.54%
Unforgettable,USA,20 Sep 2011,7.2,66,58%,12000000,11368012,4853199,R,Thriller/Suspense,16221211,135.18%
Wish Upon,"USA, Canada",14 Jul 2017,6.3,63,85%,12000000,14301505,9175840,PG-13,Horror,23477345,195.64%
Hell or High Water,USA,26 Aug 2016,6.5,62,58%,12000000,27007844,10576460,R,Western,37584304,313.20%
The Shallows,USA,24 Jun 2016,6.1,55,66%,13000000,55121623,63641819,PG-13,Drama,118763442,913.56%
The Founder,"USA, Greece",20 Jan 2017,5.3,43,19%,15000000,12786053,11617139,PG-13,Drama,24403192,162.69%
Keanu,USA,29 Apr 2016,7.5,64,63%,15000000,20591853,96288,R,Comedy,20688141,137.92%
Annabelle: Creation,USA,11 Aug 2017,7.2,67,79%,15000000,102092201,203292664,R,Horror,305384865,2035.90%
Home Again,USA,08 Sep 2017,5.4,N/A,18%,15000000,27020284,10316590,PG-13,Romantic Comedy,37336874,248.91%
Almost Christmas,"USA, China",11 Nov 2016,6.1,66,74%,17000000,42065185,428321,PG-13,Drama,42493506,249.96%
The Circle,"United Arab Emirates, USA, France",28 Apr 2017,8.0,94,82%,18000000,20497844,20154020,PG-13,Thriller/Suspense,40651864,225.84%
Miss Sloane,"France, USA, UK, Canada",09 Dec 2016,4.8,N/A,92%,18000000,3500605,4219025,R,Drama,7719630,42.89%
I Am Wrath,USA,15 Apr 2016,8.0,66,93%,18000000,0,309608,R,Action,309608,1.72%
Sausage Party,"USA, Canada",12 Aug 2016,6.2,60,18%,19000000,97670358,43673897,R,Comedy,141344255,743.92%
La La Land,"USA, Hong Kong",25 Dec 2016,5.2,51,24%,20000000,151101803,275581874,PG-13,Musical,426683677,2133.42%
LBJ,USA,03 Nov 2017,4.6,30,8%,20000000,2468683,38498,R,Drama,2507181,12.54%
Wonder,"USA, Hong Kong, Canada",17 Nov 2017,7.0,57,8%,20000000,132422809,172181772,PG,Drama,304604581,1523.02%
Bad Moms,USA,29 Jul 2016,6.3,N/A,59%,20000000,113257297,67741419,R,Comedy,180998716,904.99%
Rough Night,USA,16 Jun 2017,6.7,68,87%,20000000,22105643,24738714,R,Black Comedy,46844357,234.22%
Nerve,USA,27 Jul 2016,4.3,39,79%,20000000,38583626,32068658,PG-13,Thriller/Suspense,70652284,353.26%
Boo! A Madea Halloween,"Hong Kong, USA",21 Oct 2016,7.5,67,87%,20000000,73206343,0,PG-13,Comedy,73206343,366.03%
Popstar: Never Stop Never Stopping,"USA, China",03 Jun 2016,7.2,43,16%,20000000,9496130,40990,R,Comedy,9537120,47.69%
Diary of a Wimpy Kid: The Long Haul,USA,19 May 2017,7.8,74,23%,22000000,20738724,14870853,PG,Adventure,35609577,161.86%
Nocturnal Animals,USA,09 Dec 2016,6.0,28,37%,22500000,10663357,21735324,R,Thriller/Suspense,32398681,143.99%
Going in Style,USA,07 Apr 2017,5.6,37,68%,24000000,45018541,33654038,PG-13,Comedy,78672579,327.80%
Fences,"USA, Canada",25 Dec 2016,5.5,22,78%,24000000,57682904,6599977,PG-13,Drama,64282881,267.85%
Hidden Figures,USA,06 Jan 2017,4.5,25,21%,25000000,169607287,62164429,PG,Drama,231771716,927.09%
Fist Fight,USA,17 Feb 2017,6.8,71,17%,25000000,32187017,8099399,R,Comedy,40286416,161.15%
Father Figures,USA,22 Dec 2017,7.4,N/A,89%,25000000,17501244,3537197,R,Comedy,21038441,84.15%
Rings,USA,03 Feb 2017,8.2,N/A,84%,25000000,27793018,55124265,PG-13,Horror,82917283,331.67%
Money Monster,USA,13 May 2016,7.9,52,20%,27000000,41012075,52454020,R,Thriller/Suspense,93466095,346.17%
Florence Foster Jenkins,"UK, France",12 Aug 2016,6.4,33,31%,29000000,27383770,28616569,PG-13,Drama,56000339,193.10%
Ballerina,France,03 Nov 2007,5.5,35,13%,30000000,21858070,75048370,PG,Adventure,96906440,323.02%
The Lost City of Z,USA,21 Apr 2017,6.0,51,14%,30000000,8574339,8547484,PG-13,Action,17121823,57.07%
Baahubali 2: The Conclusion,India,28 Apr 2017,6.6,57,37%,30000000,18985794,244517120,Not Rated,Action,263502914,878.34%
Bilal: A New Breed of Hero,"United Arab Emirates, USA",02 Feb 2018,6.5,59,56%,30000000,490973,157626,PG-13,Adventure,648599,2.16%
The Space Between Us,USA,03 Feb 2017,5.7,58,86%,30000000,7885294,8596111,PG-13,Drama,16481405,54.94%
Birth of the Dragon,"China, Canada, USA",25 Aug 2017,5.8,23,18%,31000000,6901965,318525,PG-13,Action,7220490,23.29%
Mike and Dave Need Wedding Dates,USA,08 Jul 2016,6.2,39,44%,33000000,46009673,29888427,R,Comedy,75898100,229.99%
Whiskey Tango Foxtrot,USA,04 Mar 2016,5.2,30,41%,35000000,23083334,2267413,R,Comedy,25350747,72.43%
Bridget Jones's Baby,"USA, France, China, UK, Japan",16 Sep 2016,7.5,75,83%,35000000,24139805,181682883,R,Romantic Comedy,205822688,588.06%
Neighbors 2: Sorority Rising,"USA, China",20 May 2016,7.4,69,94%,35000000,55340730,53416891,R,Comedy,108757621,310.74%
Underworld: Blood Wars,USA,06 Jan 2017,8.1,71,72%,35000000,30353973,50855249,R,Action,81209222,232.03%
Why Him?,"USA, Cambodia",23 Dec 2016,5.6,30,71%,38000000,60323786,57101370,R,Comedy,117425156,309.01%
USS Indianapolis: Men of Courage,USA,14 Oct 2016,5.7,38,11%,40000000,0,1663785,R,Drama,1663785,4.16%
John Wick: Chapter 2,"USA, Italy, Hong Kong, Canada",10 Feb 2017,5.9,32,97%,40000000,92029184,79320825,R,Action,171350009,428.38%
Patriots Day,"Hong Kong, USA",13 Jan 2017,5.4,36,67%,40000000,31886361,20951628,R,Thriller/Suspense,52837989,132.09%
Hacksaw Ridge,"Australia, USA",04 Nov 2016,5.5,49,48/100,40000000,67209615,101695067,R,Drama,168904682,422.26%
The House,USA,30 Jun 2017,6.3,56,85%,40000000,25584504,5607921,R,Comedy,31192425,77.98%
Mechanic: Resurrection,"USA, France, Bulgaria, Germany",26 Aug 2016,7.5,76,37%,40000000,21218403,88520437,R,Action,109738840,274.35%
Ride Along 2,USA,15 Jan 2016,5.8,38,40%,40000000,90862685,33964631,PG-13,Comedy,124827316,312.07%
The Nut Job 2: Nutty by Nature,Canada,11 Aug 2017,6.5,48,95%,40000000,28370522,29067867,PG,Adventure,57438389,143.60%
Resident Evil: The Final Chapter,"USA, Germany, France, Canada, South Africa, Australia, UK, Japan, China",27 Jan 2017,5.8,42,34%,40000000,26844692,287256498,R,Action,314101190,785.25%
The Commuter,"USA, UK, France, China, Canada",12 Jan 2018,7.2,79,88%,40000000,36343858,65641573,PG-13,Action,101985431,254.96%
A Monster Calls,"UK, Spain, USA",06 Jan 2017,7.9,81,63%,43000000,3740823,42673707,PG-13,Drama,46414530,107.94%
All Eyez on Me,USA,16 Jun 2017,7.0,66,56%,45000000,44922302,9954553,R,Drama,54876855,121.95%
The Girl on the Train,"USA, India",07 Oct 2016,6.3,52,66%,45000000,75395035,98883179,R,Thriller/Suspense,174278214,387.28%
Office Christmas Party,USA,09 Dec 2016,4.6,33,23%,45000000,54767494,36555805,R,Comedy,91323299,202.94%
Silence,"USA, UK, Taiwan, Japan, Mexico, Italy",13 Jan 2017,7.8,84,72%,46500000,7100177,16626449,R,Drama,23726626,51.03%
Arrival,"USA, Canada",11 Nov 2016,6.6,54,20%,47000000,100546139,102581755,PG-13,Drama,203127894,432.19%
The Infiltrator,"UK, USA",13 Jul 2016,5.9,48,90%,47500000,15436808,5281296,R,Thriller/Suspense,20718104,43.62%
Central Intelligence,"USA, China",17 Jun 2016,7.4,74,56%,50000000,127440871,89753934,PG-13,Comedy,217194805,434.39%
Fifty Shades Darker,"USA, China, Japan",10 Feb 2017,6.1,47,44%,55000000,114434010,266940758,R,Drama,381374768,693.41%
Kubo and the Two Strings,"USA, Japan",19 Aug 2016,6.0,40,76%,55000000,48023088,29525034,PG,Adventure,77548122,141.00%
Life,"UK, USA",24 Mar 2017,6.2,69,51%,58000000,30234022,70695644,R,Thriller/Suspense,100929666,174.02%
Rock Dog,"China, USA",24 Feb 2017,6.2,45,33%,60000000,9420546,14727942,PG,Adventure,24148488,40.25%
Sully,USA,09 Sep 2016,6.7,71,64%,60000000,125070033,113454523,PG-13,Drama,238524556,397.54%
Jack Reacher: Never Go Back,"China, USA",21 Oct 2016,6.8,58,65%,60000000,58697076,101249413,PG-13,Action,159946489,266.58%
Smurfs: The Lost Village,"USA, Hong Kong, Canada, China",07 Apr 2017,6.0,55,18%,60000000,45020282,152558304,PG,Adventure,197578586,329.30%
The Mermaid,China,08 Feb 2016,6.8,56,60%,60720000,3229457,551287214,R,Romantic Comedy,554516671,913.24%
American Assassin,USA,15 Sep 2017,6.2,42,43%,63000000,36249674,32060466,R,Thriller/Suspense,68310140,108.43%
Pete's Dragon,USA,12 Aug 2016,7.1,59,64%,65000000,76233151,61535824,PG,Adventure,137768975,211.95%
The Finest Hours,USA,29 Jan 2016,5.4,N/A,30%,70000000,27569558,21683203,PG,Thriller/Suspense,49252761,70.36%
The Lego Ninjago Movie,"USA, Denmark, Australia",22 Sep 2017,7.3,75,54%,70000000,59281555,63455646,PG,Adventure,122737201,175.34%
Storks,USA,23 Sep 2016,7.6,48,49%,70000000,72679278,110674153,PG,Adventure,183353431,261.93%
Inferno,"USA, Hungary",28 Oct 2016,5.2,42,76%,75000000,34343574,185175793,PG-13,Thriller/Suspense,219519367,292.69%
Sing,"USA, Japan",21 Dec 2016,6.9,58,18%,75000000,270329045,364125744,PG,Adventure,634454789,845.94%
Renegades,USA,02 Jun 1989,6.0,49,53%,77500000,0,1521672,PG-13,Action,1521672,1.96%
The Lego Batman Movie,"USA, Denmark, Australia",10 Feb 2017,6.5,46,93%,80000000,175750384,134909634,PG,Adventure,310660018,388.33%
The Greatest Showman,USA,20 Dec 2017,6.9,54,74%,84000000,174340174,212325376,PG,Musical,386665550,460.32%
xXx: Return of Xander Cage,"China, Canada, USA",20 Jan 2017,6.4,65,97%,85000000,44898413,300134946,PG-13,Action,345033359,405.92%
Jumanji: Welcome to the Jungle,"USA, India, Canada, UK, Australia, Germany",20 Dec 2017,5.7,34,35%,90000000,404508916,559987277,PG-13,Adventure,964496193,1071.66%
Now You See Me 2,"USA, France",10 Jun 2016,6.3,52,95%,90000000,65075540,263249467,PG-13,Thriller/Suspense,328325007,364.81%
The Magnificent Seven,"USA, Australia",23 Sep 2016,6.7,57,94%,90000000,93432655,69092501,PG-13,Western,162525156,180.58%
Alien: Covenant,"USA, UK",19 May 2017,7.0,41,89%,97000000,74262031,164259216,R,Horror,238521247,245.90%
Ice Age: Collision Course,USA,22 Jul 2016,6.6,58,29%,105000000,64063008,338093674,PG,Adventure,402156682,383.01%
Allied,"UK, USA",23 Nov 2016,5.9,44,30%,106000000,40098064,79168597,R,Drama,119266661,112.52%
Ghost in the Shell,"USA, India, Hong Kong, China, Canada",31 Mar 2017,6.5,55,92%,110000000,40563557,127347133,PG-13,Action,167910690,152.65%
Passengers,"USA, Australia",21 Dec 2016,6.3,50,74%,110000000,100014699,202224973,PG-13,Thriller/Suspense,302239672,274.76%
Jason Bourne,"USA, China",29 Jul 2016,8.1,77,75%,120000000,162192920,253975396,PG-13,Action,416168316,346.81%
Power Rangers,"USA, Hong Kong, Japan, Mexico, Canada, New Zealand",24 Mar 2017,6.4,66,86%,120000000,85364450,57167102,PG-13,Action,142531552,118.78%
Trolls,USA,04 Nov 2016,7.8,71,61%,125000000,153707064,190365169,PG,Adventure,344072233,275.26%
The Boss Baby,USA,31 Mar 2017,7.4,76,84%,125000000,175003033,335875729,PG,Adventure,510878762,408.70%
Logan,USA,03 Mar 2017,7.6,81,29%,127000000,226277068,389184326,R,Action,615461394,484.62%
